Name,Date,Rate,Votes,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening,Genre,Genre 2,Genre 3
Da Vinci's Demons,2021,8,"75,054",60,Series,TV-MA,28,Severe,Moderate,Moderate,Mild,Moderate,Adventure, Biography, Drama
Creepshow 2,1987,6.1,"24,196",92,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate,Fantasy, Horror,
The Lego Movie 2: The Second Part,2019,6.6,"60,570",107,Film,PG,-,None,Mild,None,None,Mild,Animation, Adventure, Comedy
Blue Heelers,2019,6.9,"1,177",60,Series,TV-14,510,Moderate,Mild,No Rate,No Rate,No Rate,Action, Crime, Drama
Wildlife,2018,6.8,"27,185",105,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild,Drama,,
Terra Nova,2011,6.8,"81,742",46,Series,TV-14,13,None,Moderate,Mild,None,Mild,Adventure, Drama, Mystery
One Lane Bridge,2011,6.5,719,None,Series,TV-14,11,No Rate,Moderate,Severe,No Rate,No Rate,Crime, Drama, Fantasy
The Wolfman,2010,5.8,"104,930",103,Film,R,-,Mild,Severe,Mild,Moderate,Moderate,Drama, Fantasy, Horror
Killing Me Softly,2002,5.5,"17,793",100,Film,Unrated,-,Severe,Mild,None,Mild,Mild,Drama, Mystery, Romance
Then Came You,2018,7,"11,540",97,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Adventure, Comedy, Drama
Gummo,1997,6.7,"33,706",89,Film,R,-,Moderate,Moderate,Severe,Moderate,Severe,Comedy, Drama,
Runt,2020,8.1,79,95,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama, Thriller,
Side Effects,2013,7.1,"184,728",106,Film,R,-,Moderate,Mild,Moderate,Mild,Mild,Crime, Drama, Mystery
The Life of David Gale,2003,7.5,"116,309",130,Film,R,-,Moderate,Mild,Moderate,Mild,Moderate,Crime, Drama, Thriller
Parenthood,1989,7,"47,523",124,Film,PG-13,-,Moderate,Mild,Mild,Mild,Mild,Comedy, Drama,
Life in a Year,2020,6.2,"7,100",107,Film,PG-13,-,Mild,None,Mild,Mild,Mild,Drama, Romance,
Countdown,2019,5.4,"31,266",90,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe,Horror, Thriller,
Southland,2019,8.4,"25,488",42,Series,TV-MA,43,Mild,Severe,Moderate,Mild,No Rate,Crime, Drama, Thriller
The Remains of the Day,1993,7.8,"70,212",134,Film,PG,-,None,None,None,Mild,None,Drama, Romance,
The Family,2013,6.3,"113,996",111,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate,Comedy, Crime, Thriller
The Saint,2013,7.5,"5,021",50,Series,TV-PG,118,No Rate,Mild,No Rate,Mild,No Rate,Action, Crime, Drama
Jiu Jitsu,2020,2.9,"7,602",102,Film,R,-,None,Moderate,Mild,None,Moderate,Action, Sci-Fi, Thriller
The Great Wall,2016,5.9,"129,749",103,Film,PG-13,-,None,Moderate,Mild,None,Moderate,Action, Adventure, Fantasy
Becker,2016,7.2,"12,466",30,Series,TV-PG,129,Mild,None,Mild,Mild,None,Comedy,,
Good Luck Chuck,2007,5.6,"88,338",101,Film,R,-,Severe,Mild,Severe,Mild,None,Comedy, Romance,
Ms Fisher's Modern Murder Mysteries,2007,7.2,"1,811",86,Series,Not Rated,12,No Rate,No Rate,No Rate,No Rate,No Rate,Crime, Drama, Mystery
Black Monday,2007,7.5,"5,309",582,Series,TV-MA,30,Moderate,Mild,Severe,Severe,Mild,Comedy,,
War Horse,2011,7.2,"152,238",146,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Action, Adventure, Drama
Artemis Fowl,2020,4.2,"25,963",95,Film,PG,-,None,Mild,None,None,Mild,Adventure, Family, Fantasy
The Movies That Made Us,2020,7.8,"4,772",45,Series,TV-MA,16,None,Mild,Moderate,Mild,No Rate,Documentary,,
Ferdinand,2017,6.7,"52,919",108,Film,PG,-,None,Mild,None,None,Mild,Animation, Adventure, Comedy
Any Given Sunday,1999,6.9,"115,726",162,Film,R,-,Moderate,Severe,Severe,Moderate,Mild,Drama, Sport,
We Summon the Darkness,2019,5.2,"9,100",91,Film,R,-,None,Moderate,Severe,Moderate,Moderate,Horror, Music, Thriller
The Secret Life of Pets 2,2019,6.5,"56,845",86,Film,PG,-,None,Mild,Mild,None,Mild,Animation, Adventure, Comedy
Witches of East End,2019,7.6,"25,190",60,Series,TV-14,23,Mild,Moderate,Moderate,Moderate,Moderate,Drama, Fantasy, Horror
Critical Role,2019,9.2,"7,872",180,Series,TV-14,295,Mild,Mild,Moderate,Mild,Moderate,Adventure, Fantasy,
Bachelor Party,1984,6.3,"38,481",105,Film,R,-,Moderate,None,Moderate,Moderate,None,Comedy,,
Akinjeon,2019,6.9,"10,643",109,Film,Not Rated,-,None,Severe,Severe,Moderate,Moderate,Action, Crime, Drama
Star Trek: Prodigy,2019,No Rate,No Votes,None,Series,TV-Y7,10,No Rate,No Rate,No Rate,No Rate,No Rate,Animation, Action, Adventure
Burlesque,2010,6.4,"82,408",119,Film,PG-13,-,Mild,None,Mild,Moderate,None,Drama, Music, Musical
Jodaeiye Nader az Simin,2011,8.3,"232,684",123,Film,PG-13,-,None,Mild,Mild,None,Mild,Drama,,
Mudbound,2017,7.4,"46,246",134,Film,R,-,Moderate,Severe,Severe,Moderate,Severe,Drama, War,
ALF,2017,7.4,"33,191",30,Series,TV-G,103,None,None,None,Mild,Mild,Comedy, Family, Sci-Fi
Eragon,2006,5.1,"124,300",104,Film,PG,-,None,Mild,None,None,Mild,Action, Adventure, Family
Z,1969,8.3,"25,750",127,Film,M,-,Mild,Moderate,Mild,Mild,Mild,Crime, Drama, History
Slow West,2015,6.9,"44,430",84,Film,R,-,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Drama
Parker,2013,6.2,"119,313",118,Film,R,-,Mild,Severe,Severe,Mild,Mild,Action, Crime, Thriller
"Everything, Everything",2017,6.4,"35,969",96,Film,PG-13,-,Mild,None,Mild,None,None,Drama, Romance,
68 Whiskey,2020,5.7,"1,895",None,Series,TV-MA,10,Moderate,Moderate,Severe,Mild,Mild,Comedy, Drama, War
Piranha 3DD,2012,3.7,"41,440",83,Film,R,-,Severe,Severe,Moderate,Severe,Severe,Comedy, Horror, Sci-Fi
Volcano,1997,5.5,"74,561",104,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Action, Drama, Sci-Fi
Jaws: The Revenge,1987,3,"44,416",89,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild,Adventure, Horror, Thriller
Mississippi Burning,1988,7.8,"94,984",128,Film,R,-,None,Severe,Moderate,Mild,Severe,Crime, Drama, History
Lockout,2012,6.1,"96,761",95,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate,Action, Sci-Fi, Thriller
The One,2012,6.6,"11,513",None,Series,TV-MA,8,Mild,Mild,Moderate,Mild,Mild,Crime, Drama, Sci-Fi
Eli,2019,5.7,"32,525",98,Film,R,-,None,Moderate,Mild,None,Moderate,Drama, Horror, Mystery
Poseidon,2006,5.7,"101,720",98,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Thriller
Grand Army,2020,7.5,"5,249",None,Series,TV-MA,9,Moderate,Moderate,Severe,Moderate,Moderate,Drama,,
La belle et la bête,2014,6.4,"20,377",102,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe,Drama, Family, Fantasy
Selena,1997,6.8,"27,519",127,Film,PG,-,Mild,Mild,Mild,Mild,Mild,Biography, Drama, Music
Ben 10,1997,7.3,"16,138",22,Series,TV-Y7-FV,51,None,Mild,None,None,Mild,Animation, Action, Adventure
Ant-Man and the Wasp: Quantumania,2023,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Comedy
One Foot in the Grave,2023,7.8,"6,070",90,Series,TV-PG,44,None,Mild,Moderate,Mild,Mild,Comedy, Drama,
Waves,2019,7.6,"21,368",135,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate,Drama, Romance, Sport
Against All Odds,1984,5.9,"11,828",128,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild,Action, Adventure, Crime
The Chi,1984,7.4,"5,276",60,Series,TV-MA,40,Moderate,Mild,Severe,Moderate,No Rate,Drama,,
The Beastmaster,1982,6.2,"22,218",118,Film,PG,-,Moderate,Moderate,Mild,Mild,Moderate,Action, Adventure, Fantasy
"Scooby Doo, Where Are You!",1982,7.9,"32,289",22,Series,TV-G,25,None,Mild,None,None,Mild,Animation, Adventure, Comedy
"Janghwa, Hongryeon",2003,7.2,"59,668",114,Film,R,-,None,Moderate,None,Mild,Severe,Drama, Horror, Mystery
Pinocchio,2019,6.2,"11,192",125,Film,PG-13,-,None,Mild,None,Mild,Moderate,Drama, Family, Fantasy
Private Parts,1997,6.9,"35,756",109,Film,R,-,Moderate,None,Severe,Mild,None,Biography, Comedy, Drama
Gräns,2018,7,"27,427",110,Film,R,-,Severe,Moderate,Mild,Mild,Moderate,Crime, Drama, Fantasy
Playing with Fire,2019,5.1,"12,843",96,Film,PG,-,Mild,Mild,None,None,Mild,Comedy, Family,
Moonstruck,1987,7.1,"55,577",102,Film,PG,-,Mild,Mild,Mild,Mild,None,Comedy, Drama, Romance
Kakegurui,1987,7.2,"6,938",24,Series,TV-14,24,Moderate,Moderate,Mild,None,Mild,Animation, Drama, Mystery
Takers,2010,6.2,"60,684",107,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Action, Crime, Thriller
Child's Play 3,1991,5.1,"38,481",90,Film,R,-,Mild,Severe,Moderate,Mild,Moderate,Horror, Thriller,
People Just Do Nothing,1991,8.5,"5,723",30,Series,TV-MA,27,Mild,None,Moderate,Moderate,None,Comedy, Music,
Legend of the Seeker,1991,7.6,"34,191",44,Series,TV-14,44,Mild,Moderate,Mild,Mild,Moderate,Action, Adventure, Drama
Invictus,2009,7.3,"154,961",134,Film,PG-13,-,None,Mild,Moderate,Mild,Mild,Biography, Drama, History
Rough Night,2017,5.2,"50,012",101,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild,Comedy, Crime, Thriller
From Beyond,1986,6.7,"24,678",85,Film,R,-,Moderate,Severe,Moderate,Mild,Severe,Horror, Sci-Fi,
Better Off Dead...,1985,7.1,"43,038",97,Film,PG,-,Mild,Mild,Mild,Mild,None,Comedy, Romance,
Head of the Class,1985,6.6,"2,535",30,Series,TV-G,114,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy,,
Rogue,2020,4,"7,377",105,Film,R,-,None,Severe,Moderate,None,Moderate,Action, Horror, Thriller
Ghosts of Mars,2001,4.9,"53,030",98,Film,R,-,None,Severe,Severe,Moderate,Moderate,Action, Horror, Sci-Fi
The Exception,2016,6.8,"12,388",107,Film,R,-,Moderate,Mild,Mild,Mild,Mild,Drama, Romance, War
NOS4A2,2016,6.7,"8,417",60,Series,TV-14,20,Mild,Moderate,Mild,Moderate,Moderate,Drama, Fantasy, Horror
Naked,1993,7.8,"37,181",131,Film,Not Rated,-,Severe,Moderate,Severe,Moderate,Severe,Comedy, Drama,
The Color Purple,1985,7.8,"82,552",154,Film,PG-13,-,Moderate,Moderate,Mild,Moderate,Moderate,Drama,,
La grande bellezza,2013,7.8,"84,781",141,Film,Not Rated,-,Moderate,Mild,Mild,Mild,None,Drama,,
Anger Management,2003,6.2,"209,252",106,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None,Comedy,,
Exam,2009,6.8,"110,417",101,Film,Not Rated,-,None,Mild,Moderate,None,Moderate,Mystery, Thriller,
The Polar Express,2004,6.6,"188,010",100,Film,G,-,None,None,None,None,Mild,Animation, Adventure, Comedy
Persian Lessons,2020,7.4,"5,240",127,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama, War,
Kiss the Girls,1997,6.6,"70,360",115,Film,R,-,Moderate,Severe,Severe,Mild,Severe,Crime, Drama, Mystery
The Empire,1997,4,"15,736",None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Drama, History
The Bradshaw Bunch,1997,5.8,179,30,Series,TV-14,11,No Rate,No Rate,No Rate,No Rate,No Rate,Documentary, Reality-TV,
Carnivàle,1997,8.4,"43,565",55,Series,TV-MA,24,Severe,Moderate,Mild,Moderate,Moderate,Drama, Fantasy, Mystery
The Good Dinosaur,2015,6.7,"108,433",93,Film,PG,-,None,Mild,None,Mild,Moderate,Animation, Adventure, Comedy
All-Star Weekend,2015,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy,,
"Quo vadis, Aida?",2020,7.9,"26,097",101,Film,Approved,-,None,Moderate,Mild,Mild,Moderate,Drama, History, War
Night Shift,1982,6.6,"15,119",106,Film,R,-,Moderate,Mild,Mild,Mild,Mild,Comedy,,
The Unit,1982,8.1,"21,115",60,Series,TV-PG,70,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Drama, Thriller
Bad Moms,2016,6.2,"119,361",100,Film,R,-,Moderate,None,Severe,Severe,None,Comedy,,
We Hunt Together,2016,6.9,"1,233",45,Series,TV-MA,9,No Rate,No Rate,Severe,No Rate,No Rate,Crime, Drama, Thriller
Cure,1997,7.4,"13,138",111,Film,Not Rated,-,Mild,Severe,Moderate,Moderate,Severe,Crime, Horror, Mystery
Bangkok Breaking,1997,6,189,60,Series,TV-MA,6,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Crime, Drama
Taken 3,2014,6,"185,732",108,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate,Action, Crime, Thriller
Rogue,2007,6.2,"29,286",99,Film,R,-,Mild,Moderate,Severe,Mild,Moderate,Action, Drama, Horror
The Great Raid,2005,6.7,"21,983",132,Film,R,-,Mild,Severe,Mild,None,Moderate,Action, Drama, War
Knight of Cups,2015,5.7,"26,257",118,Film,R,-,Moderate,Mild,Moderate,Moderate,Mild,Drama, Romance,
Starsky & Hutch,2004,6.1,"143,081",101,Film,PG-13,-,Moderate,Moderate,Moderate,Severe,Mild,Comedy, Crime,
Endangered Species,2021,4.5,"1,131",101,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe,Action, Thriller,
Flight of the Phoenix,2004,6.1,"53,254",113,Film,PG-13,-,None,Mild,Mild,Mild,Moderate,Action, Adventure, Drama
Spidey and His Amazing Friends,2004,5.8,143,22,Series,TV-Y7,21,No Rate,No Rate,No Rate,No Rate,No Rate,Animation, Action, Adventure
Unthinkable,2010,7.1,"86,088",97,Film,R,-,None,Severe,Severe,Mild,Severe,Crime, Drama, Thriller
Kara Para Ask,2010,7.3,"5,516",90,Series,TV-MA,54,Mild,Moderate,Moderate,Mild,Severe,Action, Crime, Drama
Summer of 84,2018,6.7,"37,493",105,Film,Not Rated,-,Mild,Moderate,Severe,Mild,Moderate,Drama, Horror, Mystery
Two Weeks in Another Town,1962,6.4,"2,458",107,Film,Approved,-,Mild,Mild,None,Moderate,Mild,Drama,,
Half Baked,1998,6.7,"60,666",82,Film,R,-,Mild,Mild,Severe,Severe,None,Comedy, Crime,
The New World,2005,6.7,"84,846",135,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild,Biography, Drama, History
Hung,2005,7.1,"21,410",30,Series,TV-MA,30,Severe,None,Moderate,Mild,None,Comedy, Drama,
Shoot 'Em Up,2007,6.6,"147,643",86,Film,R,-,Moderate,Severe,Severe,Mild,Moderate,Action, Thriller,
Daybreak,2019,6.7,"17,715",60,Series,TV-MA,10,Mild,Moderate,Severe,Moderate,Mild,Action, Adventure, Comedy
Keeping Up Appearances,2019,7.8,"14,943",60,Series,TV-PG,44,None,None,None,Mild,None,Comedy,,
La región salvaje,2016,6.1,"5,291",98,Film,Not Rated,-,Severe,Moderate,Moderate,Mild,Mild,Drama, Horror, Mystery
Guilty,2020,5.4,"4,180",119,Film,TV-MA,-,Moderate,Mild,Moderate,Moderate,Moderate,Drama, Thriller,
The Loud House,2020,7.1,"4,588",22,Series,TV-Y7,132,Mild,Mild,Mild,None,Mild,Animation, Adventure, Comedy
Turning Red,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Animation, Adventure, Comedy
Vantage Point,2008,6.6,"147,829",90,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Action, Crime, Drama
Wishmaster,1997,5.8,"22,408",90,Film,R,-,None,Severe,Moderate,Mild,Moderate,Fantasy, Horror,
WKRP in Cincinnati,1997,7.9,"8,746",30,Series,TV-PG,90,None,None,Mild,Mild,None,Comedy,,
Leap Year,2010,6.5,"100,385",100,Film,PG,-,Mild,Mild,Mild,None,None,Comedy, Romance,
Chitty Chitty Bang Bang,1968,6.9,"43,331",144,Film,G,-,None,Mild,None,Mild,Mild,Adventure, Family, Fantasy
Mean Streets,1973,7.2,"104,967",112,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate,Crime, Drama, Thriller
Riget,1973,8.3,"17,544",561,Series,TV-MA,13,Moderate,Severe,Severe,Mild,Severe,Comedy, Drama, Fantasy
Terminator: The Sarah Connor Chronicles,1973,7.7,"58,870",60,Series,TV-PG,31,Mild,Moderate,Mild,Mild,Moderate,Action, Drama, Fantasy
BROS,2022,No Rate,No Votes,None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy, Romance,
À l'intérieur,2007,6.7,"39,232",82,Film,R,-,None,Severe,Moderate,Mild,Severe,Horror,,
"Ich seh, Ich seh",2014,6.7,"48,564",99,Film,R,-,Mild,Severe,None,None,Severe,Horror, Mystery, Thriller
The Silence,2019,5.3,"41,783",90,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate,Drama, Horror, Sci-Fi
Effie Gray,2014,6,"5,108",104,Film,PG-13,-,Mild,Mild,None,Mild,None,Biography, Drama, Romance
The White Tiger,2021,7.1,"54,606",125,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate,Crime, Drama,
"Where'd You Go, Bernadette",2019,6.5,"19,920",109,Film,PG-13,-,Mild,None,Mild,Mild,None,Comedy, Drama,
Átame!,1989,7,"27,688",101,Film,NC-17,-,Moderate,Moderate,Moderate,Moderate,Mild,Comedy, Crime, Drama
White Lines,2020,6.6,"15,831",60,Series,TV-MA,10,Severe,Moderate,Severe,Severe,Mild,Crime, Drama, Mystery
Eat Pray Love,2010,5.8,"93,261",133,Film,PG-13,-,Mild,None,Mild,Mild,None,Biography, Drama, Romance
Miracles from Heaven,2016,7.1,"23,986",109,Film,PG,-,None,Mild,None,None,Moderate,Biography, Drama, Family
Swallow,2021,3.9,104,128,Film,TV-14,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama, History, Thriller
Bound by Honor,1993,8,"30,071",180,Film,R,-,Moderate,Severe,Severe,Severe,Severe,Crime, Drama,
Blockers,2018,6.2,"75,714",102,Film,R,-,Severe,Mild,Severe,Moderate,None,Comedy,,
Vice Principals,2018,8,"23,127",30,Series,TV-MA,18,Moderate,Moderate,Severe,Moderate,Mild,Comedy,,
Petticoat Junction,2018,7,"2,836",30,Series,TV-G,222,No Rate,No Rate,No Rate,No Rate,No Rate,Comedy,,
Dragon Rider,2020,5.6,"1,199",91,Film,E,-,None,Mild,Mild,Mild,Mild,Animation, Adventure, Comedy
McLintock!,1963,7.2,"14,055",127,Film,Passed,-,None,Mild,Mild,Mild,None,Comedy, Romance, Western
Mad Max Beyond Thunderdome,1985,6.3,"131,650",107,Film,PG-13,-,None,Moderate,Moderate,None,Mild,Action, Adventure, Sci-Fi
Reign of Fire,2002,6.2,"131,394",101,Film,PG-13,-,None,Mild,Mild,Mild,Mild,Action, Adventure, Fantasy
Snuff Films,2007,4.1,61,73,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Horror,,
God: Serengeti,2017,6.7,"2,009",4,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Short, Comedy,
The Unforgivable,2021,No Rate,No Votes,112,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Trigger Point,2021,4.9,"1,719",85,Film,Not Rated,-,Mild,Severe,Severe,Severe,Severe,Action, Mystery, Thriller
Liv and Maddie,2021,6.4,"7,562",22,Series,TV-G,80,None,None,None,None,None,Comedy, Drama, Family
I Still Believe,2020,6.5,"10,393",116,Film,PG,-,None,None,None,None,Mild,Biography, Drama, Music
Mr. Bean,2020,8.5,"109,230",25,Series,TV-G,15,Mild,None,None,None,None,Comedy, Family,
Blindspotting,2020,5.9,965,30,Series,TV-MA,9,Moderate,None,Severe,Moderate,Moderate,Comedy, Crime, Drama
I Feel Pretty,2018,5.6,"51,927",110,Film,PG-13,-,Moderate,None,Mild,Mild,None,Comedy, Romance,
H2O: Just Add Water,2018,7.2,"13,860",23,Series,TV-PG,78,None,None,None,None,None,Drama, Family, Fantasy
A Wife's Nightmare,2014,5.9,"1,195",85,Film,TV-PG,-,Mild,Mild,Mild,Mild,Mild,Drama, Mystery, Thriller
Passions,2014,6.2,"4,461",60,Series,TV-14,1608,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Tenacious D in The Pick of Destiny,2006,6.8,"105,942",93,Film,R,-,Moderate,Mild,Severe,Moderate,Mild,Adventure, Comedy, Music
Star Trek: First Contact,1996,7.6,"121,655",111,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild,Action, Adventure, Drama
NewsRadio,1996,7.9,"14,640",23,Series,TV-PG,97,Mild,No Rate,Mild,No Rate,No Rate,Comedy, Romance,
The Time Traveler's Wife,1996,No Rate,No Votes,None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate,Animation, Drama, Fantasy
Mute,2018,5.5,"33,148",126,Film,TV-MA,-,Moderate,Moderate,Moderate,Mild,Moderate,Mystery, Sci-Fi, Thriller
Ted Bundy: American Boogeyman,2021,3.7,380,110,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Crime,,
Conviction,2019,6.8,399,4,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Short, Action, Sci-Fi
The Long Home,2019,No Rate,No Votes,96,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate,Drama,,
Blade Runner: Black Lotus,2019,No Rate,No Votes,None,Series,None,13,No Rate,No Rate,No Rate,No Rate,No Rate,Animation, Action, Crime
Chinjeolhan geumjassi,2005,7.6,"75,602",115,Film,R,-,Moderate,Severe,Moderate,Mild,Severe,Crime, Drama, Thriller
Red Dawn,2012,5.4,"75,376",93,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate,Action, Drama,
So I Married an Axe Murderer,1993,6.5,"36,499",93,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild,Comedy, Romance,
A Good Old Fashioned Orgy,2011,6.1,"22,068",95,Film,R,-,Moderate,None,Severe,Moderate,Mild,Comedy, Romance,
The Spectacular Now,2013,7.1,"148,609",95,Film,R,-,Moderate,Mild,Severe,Moderate,Mild,Comedy, Drama, Romance
Dokutaa Sutoon,2013,8.2,"14,650",23,Series,TV-14,35,Mild,Mild,Mild,Mild,Mild,Animation, Action, Adventure
The Longest Ride,2015,7.1,"79,792",123,Film,PG-13,-,Moderate,Mild,Mild,None,None,Drama, Romance, Western
The Doctor Blake Mysteries,2015,8.1,"4,046",57,Series,TV-14,46,Mild,Mild,None,Mild,Mild,Crime, Drama, Mystery
Raising Dion,2015,7.2,"9,872",50,Series,TV-G,17,Mild,Mild,Mild,Mild,Mild,Drama, Sci-Fi,
Hairspray,1988,7,"20,888",92,Film,PG,-,Mild,None,Mild,Mild,Mild,Comedy, Drama, Family
Paths of Glory,1957,8.4,"187,737",88,Film,Approved,-,None,Moderate,Mild,Mild,Moderate,Drama, War,
Machete Kills,2013,5.6,"76,964",107,Film,R,-,Mild,Severe,Severe,Moderate,Moderate,Action, Crime, Thriller
The Sisterhood of the Traveling Pants,2005,6.5,"58,010",119,Film,PG,-,Mild,None,None,Mild,Mild,Comedy, Drama, Romance
Big Jake,1971,7.1,"12,260",110,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate,Western,,
Midnight Sun,2018,6.6,"27,781",91,Film,PG-13,-,Mild,None,Mild,Mild,None,Drama, Romance,
Back to School,1986,6.7,"30,413",96,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None,Comedy, Romance, Sport
A Walk Among the Tombstones,2014,6.5,"116,851",114,Film,R,-,Moderate,Severe,Severe,Moderate,Severe,Action, Crime, Drama
Creeped Out,2014,6.6,"1,655",30,Series,TV-Y7,23,Mild,Moderate,Mild,None,Severe,Drama, Family, Fantasy
Entourage,2015,6.6,"78,414",104,Film,R,-,Moderate,Mild,Severe,Severe,Mild,Comedy, Drama,
The Gift,2000,6.7,"66,306",112,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe,Drama, Fantasy, Horror
No mires para abajo,2008,6,"2,818",85,Film,R,-,Severe,None,Mild,Mild,None,Drama, Romance,
Fatman,2020,5.9,"19,865",100,Film,R,-,None,Moderate,Moderate,Mild,Moderate,Action, Comedy, Fantasy
The Banana Splits Movie,2019,5.1,"3,462",89,Film,R,-,None,Severe,Moderate,Mild,Severe,Comedy, Horror, Sci-Fi
A Hologram for the King,2016,6.1,"42,874",98,Film,R,-,Moderate,None,Mild,Mild,None,Comedy, Drama, Romance
Hart to Hart,2016,6.6,"7,043",60,Series,TV-PG,111,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Crime
Dollhouse,2016,7.7,"47,803",44,Series,TV-14,27,Mild,Moderate,Mild,Mild,Moderate,Drama, Mystery, Sci-Fi
Zwartboek,2006,7.7,"74,825",145,Film,R,-,Severe,Severe,Moderate,Moderate,Severe,Drama, Thriller, War
Hot Summer Nights,2017,6.4,"15,784",107,Film,R,-,Mild,Moderate,Severe,Severe,Moderate,Comedy, Crime, Drama
Sharpe,2017,8.4,642,None,Series,None,18,No Rate,No Rate,No Rate,No Rate,No Rate,Action, Adventure, Drama
Time Bandits,1981,7,"61,303",116,Film,PG,-,None,Mild,Mild,Mild,Mild,Adventure, Comedy, Fantasy
Detectorists,1981,8.6,"12,545",30,Series,Not Rated,19,None,None,Moderate,Mild,None,Comedy,,
Bonnie and Clyde,1967,7.8,"108,427",111,Film,R,-,Mild,Moderate,Mild,Mild,Moderate,Action, Biography, Crime
Whitstable Pearl,1967,6.9,"1,124",None,Series,TV-14,6,No Rate,Mild,Mild,Mild,No Rate,Crime, Drama, Mystery
Dinosaur,2000,6.5,"56,995",82,Film,PG,-,None,Moderate,None,None,Moderate,Animation, Adventure, Drama
Centaurworld,2000,7.6,"1,020",25,Series,TV-Y7,20,None,None,None,None,Mild,Animation, Adventure, Comedy
